joueur,victoires,defaites,nuls,recrutement
ADB_Dracos,3,0,0,0
ADB_Eivro,3,1,0,0
ADB_Samyfit,3,1,0,0
Barathrum,3,2,0,0
Bazouzou,3,2,0,0
ADB_RemiWanKenobi,3,2,0,0
Ecto,2,3,0,0
le_Schtroumpf,2,3,0,0
Kent0010,2,3,0,0
missnobody,1,2,0,0
Brataux,1,4,0,0
cbourges,1,4,0,0
